Name,O_ana_MV_C2459,O_ana_AM_M8258,O_ana_QM_J20672_ERR,O_ana_QVM_M1988x1x141_ERR,O_ana_QVM_M1987x1x105_ERR,O_ana_QM_JM1086_ERR,O_ana_MV_C29796_ERR,O_ana_ANWC_M3708_ERR,O_ana_MV_C2459_ERR,O_ana_ANWC_M1279_ERR,O_ana_AM_M8258_ERR,O_ana_SAM_M6043_ERR,O_ana_QVM_M1987x1x105,O_ana_ANWC_M3708,O_ana_QM_J20672,O_ana_QVM_M1988x1x141,O_ana_QM_JM1086,O_ana_MV_C29796,O_ana_ANWC_M1279,O_ana_SAM_M6043
Y CUR_R_dp 2,-67.25825195,-56.0774231,1.002200985,-49.80838318,-72.8925293,0.58804903,-43.35284729,-70.15422974,-67.38182373,-21.39099121,-56.09624023,-11.79061203,-72.7828186,-70.84633179,0.94672451,-49.85726013,0.472942257,-43.74419556,-21.19449768,-11.74587631
Z CUR_R_dp 2,29.03275452,2.489163589,17.45114441,23.96887207,-1.677697754,7.125469971,25.39073639,24.02988892,29.03432922,13.67458344,2.487070274,29.24523315,-1.345235062,23.77853851,17.2825943,23.93036194,7.265325165,24.57662201,13.40476837,28.98556213
X CUR_R_dp 1,24.14886627,-3.908991241,13.67368317,40.19317322,-5.823385239,27.85990601,-12.61108627,33.20483704,23.67081909,-14.95716553,-3.797827148,30.42697754,-5.934054947,33.64107056,13.68878784,40.17003784,27.79283752,-12.69230423,-15.13363495,30.12041321
Y CUR_R_dp 1,-63.94827881,-58.7828125,1.208277321,-53.29522095,-69.04677124,1.903684807,-46.75943909,-66.04656982,-64.28502808,-19.60981293,-58.86121216,-9.010072327,-68.89197388,-66.99611816,1.302314377,-53.31865845,1.800763512,-46.84519958,-19.32646332,-8.691017151
Z CUR_R_dp 1,26.39662781,3.23829155,19.41329346,23.94403839,-0.210476351,5.587041473,24.51291656,26.24971008,26.45723267,9.999843597,3.225933838,27.88551941,-0.025682759,25.78008728,19.41646118,23.91173401,5.773885345,24.22068634,9.500302887,27.90062256
X CUR_L_zave 4,46.40133972,22.112146,32.41616516,19.25845947,-11.80053787,20.17093811,-26.04170837,-5.611789703,46.48141785,31.11648254,22.1616684,4.236766815,-11.00276642,-5.798807907,32.48722839,19.15817413,20.21072998,-26.23183289,31.1403595,4.574221039
Y CUR_L_zave 4,-94.26549683,-37.89199524,-31.6391571,-32.39858093,-96.86085205,-11.38743515,-28.32742615,-95.8020752,-94.54204102,-16.72913971,-37.86272888,-46.0315094,-96.31711426,-96.31078491,-31.98555908,-32.24760132,-11.50569687,-28.39913635,-16.44050293,-46.09135437
Z CUR_L_zave 4,-2.264435577,-15.0827713,36.27242126,58.3289917,39.33183899,52.3369873,-10.6181221,32.12546997,-2.072970581,3.19586277,-15.14374542,49.23565063,39.37573853,32.10377808,36.91016846,58.57716675,52.32591553,-10.70371628,2.653213692,49.20793457
X CUR_L_zave 3,43.54981995,22.31291351,28.37309875,18.65451508,-8.125534058,17.38452301,-24.03029175,-3.294664764,43.45682983,26.56719971,22.30560455,3.062846184,-7.836178589,-3.633427811,28.39986267,18.7901886,17.51499634,-24.13778839,26.56408081,3.044261551
Y CUR_L_zave 3,-89.74816895,-41.85945435,-29.33373413,-37.12307739,-91.78345947,-9.218835449,-32.82009888,-90.37087402,-89.80545654,-16.03335571,-41.88547363,-40.48146057,-90.92181396,-90.44550171,-29.41402588,-36.96442871,-9.231786346,-32.67538147,-15.85003204,-40.42749939
Z CUR_L_zave 3,-2.850681877,-13.3524231,36.91759644,55.905896,38.16879883,47.9240387,-9.988257599,33.55010681,-2.774642181,0.467686129,-13.34315186,47.32241821,37.94031677,33.69827881,37.50028992,55.82955322,47.93969421,-10.05948486,0.104399097,47.10179443
X CUR_L_zave 2,42.40751038,21.71156616,23.71646271,20.1372818,-7.789212799,14.84305115,-23.31825256,-2.262289047,42.362677,21.81576691,21.76811523,2.929975128,-7.907904816,-2.304050064,23.73154907,20.27492523,15.004422,-23.36057739,22.09915924,2.679935837
Y CUR_L_zave 2,-84.37763672,-45.88104553,-27.89231262,-41.90354919,-85.04914551,-9.075878143,-36.88031006,-84.91559448,-84.54379883,-14.32483521,-45.92521667,-35.79493713,-84.89708862,-84.97344971,-28.16608276,-41.82407837,-9.099533844,-36.8956543,-14.14586182,-35.59382935
Z CUR_L_zave 2,-2.914894104,-12.7334259,35.4901123,54.59242554,36.62259827,42.98559265,-8.757925415,34.22419434,-2.830216408,-1.454101658,-12.64518585,43.72377625,36.61658325,34.18872986,36.28955688,54.53994751,43.15861816,-8.815911865,-1.986290359,43.61973572
X CUR_L_zave 1,41.75745544,20.82048035,19.06359406,22.74843903,-8.242275238,12.77121201,-23.61075745,-1.145285511,41.83821411,17.56240387,20.85344543,2.673782539,-8.12457962,-1.114581013,19.20775146,22.55952759,12.83829346,-23.7017395,17.67700348,2.732811928
Y CUR_L_zave 1,-79.52913208,-49.99354248,-26.44174194,-46.48738708,-78.50612183,-9.945729828,-40.42984924,-79.32774048,-79.42525024,-11.75061722,-50.06491699,-31.62669373,-78.45128784,-79.31000366,-26.74897766,-46.69089355,-9.971692657,-40.42064514,-11.565522,-31.80611572
Z CUR_L_zave 1,-2.46449604,-12.17444611,34.34614868,53.79900513,34.90411682,38.06526184,-6.28469162,33.40740662,-2.409303474,-3.401789093,-12.16455994,39.06197815,34.88236084,33.37821655,34.70304565,53.77648926,38.24507751,-6.41073761,-3.689480591,38.99669495
X CUR_L_zado 4,42.63461609,23.02287292,35.54064026,16.32637177,-7.926985168,22.86538391,-22.00765076,-1.905295753,42.45687866,31.96744385,23.14360962,5.941222382,-8.004438019,-2.43549099,35.57093201,16.39907532,22.89785156,-21.82182465,31.9339386,5.8119133
Y CUR_L_zado 4,-98.24639893,-35.68869324,-28.99508057,-29.61324158,-100.552771,-6.356674194,-25.89761963,-99.40481567,-98.06936646,-21.69525604,-35.85033569,-44.12155762,-100.7017517,-99.90279541,-29.13847351,-29.56790161,-6.098294067,-25.84459534,-21.24236145,-44.092453
Z CUR_L_zado 4,-3.474935913,-13.17249451,38.99984436,55.53913574,38.26522217,54.56478271,-11.90823669,36.70699768,-2.774678802,2.79866066,-13.26162262,54.72371826,38.21226196,36.37984924,38.96433105,55.38271484,54.48540039,-11.78568802,2.966996956,55.02153931
X CUR_L_zado 3,42.09230042,23.20225525,31.24751892,17.00837402,-7.867758942,18.8592453,-21.57333069,-2.876565742,42.09296265,29.20628662,23.1723526,2.551372528,-8.013366699,-2.892026711,31.28560791,17.21555634,18.85597534,-21.56139526,28.96790466,2.899628639
Y CUR_L_zado 3,-93.41356201,-39.57989197,-28.68874207,-34.37931213,-94.95249634,-6.379323959,-30.19230957,-93.94920654,-93.37161255,-19.0269516,-39.59499207,-41.40639038,-95.21071777,-94.22620239,-28.87062988,-34.17354126,-6.351966095,-29.84102173,-18.75266571,-41.29189148
Z CUR_L_zado 3,-4.405875015,-12.71130142,39.60163574,55.49956665,39.20871277,51.02385559,-11.18540268,37.41154785,-4.429782104,-0.17655431,-12.6534668,51.51431274,39.41190491,37.40111694,39.58574829,55.12422485,50.9741394,-11.02123566,-0.262229919,51.41591797
X CUR_L_zado 2,39.68716125,22.67727509,26.95304871,17.29481201,-5.750485611,16.33474579,-19.75383759,-0.765707731,39.6746582,24.23779297,22.72503967,1.993530846,-5.815883255,-0.852035046,26.99423523,17.31637421,16.43503571,-19.75856171,24.28869019,2.33226757
Y CUR_L_zado 2,-88.35645752,-43.17159729,-26.21529846,-39.03505859,-89.12486572,-5.208118439,-34.1505249,-88.69353638,-88.19907837,-18.06384888,-43.28234558,-35.72746582,-88.90865479,-88.74659424,-26.38833313,-38.89771423,-5.150607681,-33.95420532,-17.86934052,-35.7430603
Z CUR_L_zado 2,-3.967821503,-10.98035278,39.71571655,53.20611572,37.35006409,46.20944519,-9.627609253,38.14250793,-4.007980728,-2.456377602,-11.05743027,49.19153748,37.34202271,38.0208313,39.53694763,53.11921997,46.38033752,-9.564234924,-2.445148659,49.10227051
X CUR_L_zado 1,37.32521667,22.43063507,21.92433319,17.6132309,-4.425123978,12.9000351,-18.81057739,0.857205009,37.5471405,19.13039246,22.48013458,1.60246582,-4.273879623,0.75506711,22.21136169,17.61774597,13.01465302,-18.85888062,19.07463684,1.672048759
Y CUR_L_zado 1,-82.70601196,-47.23189697,-23.83449249,-44.32634888,-82.18366089,-3.825163269,-39.06917114,-82.43629761,-82.66657715,-17.12736359,-47.45462036,-29.19376526,-81.81433105,-82.37251587,-23.79195099,-44.3060791,-3.834124756,-39.07477112,-16.9591507,-29.15730591
Z CUR_L_zado 1,-4.027347946,-9.145614624,39.33489075,50.7510498,35.6800354,40.92451782,-8.468753052,39.48354187,-4.085400772,-5.419724274,-9.287728119,46.47283325,35.53976746,39.56875916,39.52342224,50.83233643,41.15496521,-8.627135468,-5.346516418,46.31832886
X CUR_L_sqpa 2,25.93231201,17.3537323,43.58206482,13.13141022,3.173687172,34.20859375,-7.328372192,13.85438232,26.09533691,26.1499176,17.53479614,19.82935638,3.653841019,15.19859161,44.11033325,13.03406067,36.05961914,-7.8080513,25.91991272,19.19641113
Y CUR_L_sqpa 2,-104.1734863,-28.2379364,-14.80398254,-23.74849091,-105.6921997,7.588032532,-20.01754913,-105.1331299,-104.4134399,-37.74104919,-28.42828674,-35.60099182,-106.1787842,-106.9089111,-14.73735809,-24.08682709,6.365662384,-18.85757904,-37.80984802,-35.52973633
Z CUR_L_sqpa 2,4.539362717,-0.639769459,38.51221619,39.41065063,25.40918884,50.35915222,-4.427604294,42.77612915,4.857947159,8.936721039,-0.448940516,65.42206421,24.1814682,40.55021362,37.80193481,39.71065979,50.79052429,-3.716628265,9.074134827,65.82249756
X CUR_L_sqpa 1,32.13892822,20.38046112,42.4991333,13.9981369,-1.114912224,31.69864502,-12.30176926,8.524358368,31.72060852,29.79326477,20.72338715,14.93419342,-0.526820993,8.965866852,42.83562622,13.97171631,32.31452332,-12.80873871,29.67446289,14.35688629
Y CUR_L_sqpa 1,-104.048999,-29.91235352,-20.49437561,-23.94736938,-105.6342163,2.688260841,-21.40513153,-104.9520386,-103.7449463,-32.79394226,-30.37181091,-38.91856689,-105.9572388,-105.337561,-20.81612091,-23.90764923,2.414028358,-19.89773407,-33.11880493,-39.42612915
Z CUR_L_sqpa 1,1.768897438,-5.482841492,38.48971252,45.4869873,30.38671265,53.67932129,-8.225041199,40.70910034,1.463086128,6.659702301,-5.465133667,63.55654297,29.11601257,40.34710388,38.29324951,45.69987183,53.92282104,-7.173352051,6.634339142,63.41063843
X CUR_L_smxmxvo 3,34.02539368,12.27553101,-26.23837585,35.88693237,-4.569028854,-19.77508545,-22.05959015,9.987148285,34.1227417,-27.17063904,12.20308075,-3.900169373,-4.377000046,9.927033234,-26.25727539,36.06289978,-19.94242249,-22.09222717,-27.28278503,-4.045845032
Y CUR_L_smxmxvo 3,-24.52516022,-92.67095337,-8.295419312,-95.60158691,-25.99152222,-4.473242188,-87.10668335,-20.26152191,-24.53973541,8.839395142,-92.50444946,7.510057068,-26.02442932,-20.15672913,-8.115753174,-95.76226196,-4.505976105,-87.2703186,8.950537872,7.589535522
Z CUR_L_smxmxvo 3,2.781802559,-5.748062515,30.04890747,40.5090332,21.80922699,-12.29263,9.601552582,30.26052246,2.787165451,-24.11441956,-5.701919556,-0.436091185,21.71877899,30.32503052,30.12568665,40.61026001,-12.35047302,9.559388733,-24.22986908,-0.143915617
X CUR_L_smxmxvo 2,35.68845215,13.89876404,-32.61671448,35.97377625,-4.417383575,-26.2002655,-23.20197754,7.908120728,35.76986084,-29.99288635,13.85419159,-7.989966583,-4.86398201,7.84796524,-32.60352478,36.17933655,-26.09922485,-23.64820251,-29.9261261,-8.25196228
Y CUR_L_smxmxvo 2,-18.3118988,-97.61182861,-9.691332245,-101.4394165,-19.82551422,-5.549854279,-92.83373413,-14.14350281,-18.33095551,13.26779938,-97.53422241,9.898273468,-19.86369324,-13.94762421,-9.574636841,-101.5490051,-5.796073532,-92.93955688,13.33399353,10.02054062
Z CUR_L_smxmxvo 2,0.203904843,-7.321701813,31.16472168,41.62971497,25.17028046,-14.84730377,8.396264648,30.92863464,0.266344285,-29.22159729,-7.290884399,-5.321703339,24.93714447,30.70402832,31.20358276,41.83378906,-14.96948395,8.50625,-29.09814453,-4.800362015
X CUR_L_smxmxvo 1,36.66730652,14.45467224,-38.97108459,35.88861084,-4.014107132,-31.53565063,-24.41361694,6.715940094,36.75872803,-33.28838196,14.46135712,-11.0725769,-4.139271545,6.702719116,-38.74045105,36.11211853,-31.39468994,-24.78850555,-33.39608459,-11.10497589
Y CUR_L_smxmxvo 1,-12.33337402,-103.0599731,-9.846669769,-107.7697998,-12.69839554,-6.019006348,-98.59627075,-7.489022064,-12.2144455,17.41710815,-102.9534668,12.99862366,-12.81262512,-7.405397797,-9.889758301,-107.72146,-6.174462509,-98.57652588,17.27559052,13.0953598
Z CUR_L_smxmxvo 1,-1.925391388,-7.833494568,32.64990234,42.29378662,26.7938385,-18.69919128,8.208482361,31.0243103,-1.845314789,-34.14794922,-7.832318878,-10.27688141,26.61837463,30.9295105,32.63062134,42.48274536,-18.58179779,8.275375366,-33.80679626,-10.06501541
X CUR_L_smxmf 5,35.59408875,15.49002533,-12.69255371,30.86161194,-5.951325226,-11.00675507,-21.77805176,6.723410034,35.75232544,-14.23603516,15.4982666,-2.334923363,-5.906525803,6.68451767,-12.58370438,30.88812866,-10.87366028,-21.80639038,-14.61884308,-2.192278481
Y CUR_L_smxmf 5,-39.94781799,-80.73410645,-13.19320374,-81.85874023,-39.97743835,-5.797324753,-74.39824219,-37.81163025,-39.91577759,3.213764954,-80.71953125,-3.787082672,-40.20014343,-37.53847046,-13.56832428,-82.18495483,-6.47258606,-74.64610596,3.490082932,-3.671522141
Z CUR_L_smxmf 5,-0.521299934,-6.740884399,32.35748291,43.48786011,26.61419678,3.651230621,4.611013794,32.20679626,-0.435804939,-19.24564667,-6.75510788,12.49628067,26.53295898,32.34062805,32.20960693,43.53954163,3.90838623,4.483096313,-19.38742523,12.91331024
X CUR_L_smxmf 4,37.2534668,15.87906494,-20.59187775,32.80914001,-6.363479614,-18.22087555,-23.7358139,4.468896866,37.36326599,-18.83520813,15.84463043,-6.34785347,-6.45821228,4.451897049,-20.58704834,32.94114075,-18.27475281,-23.78101959,-18.96152191,-5.962371063
Y CUR_L_smxmf 4,-31.9464447,-87.28760986,-13.53049316,-89.70739746,-32.15792847,-7.82961731,-81.46746826,-28.27105103,-31.9580658,8.246579742,-87.15507202,0.567111826,-32.31542358,-28.07774658,-13.8478653,-89.9571167,-7.581035614,-81.6590332,8.76339798,0.468812037
Z CUR_L_smxmf 4,-1.792321205,-7.995063782,32.69243164,44.48804932,26.59881287,-2.447298241,4.562767029,31.3167572,-1.733735847,-23.34758911,-7.978983307,5.45672493,26.67108765,31.43477173,32.31742249,44.50984802,-2.40466423,4.58283577,-23.38557129,5.395549774
X CUR_L_smxmf 3,38.43345032,16.15461884,-28.17433777,34.24934692,-5.893454742,-25.10895844,-25.13257141,3.141384888,38.4820282,-23.55179596,16.13255615,-10.08620758,-6.04689064,3.093075371,-28.2153717,34.72922058,-25.07590637,-25.22531433,-23.73043365,-9.8409935
Y CUR_L_smxmf 3,-24.09899139,-93.59534912,-13.28480225,-96.9420166,-24.61461792,-8.515629578,-88.38978271,-19.7160675,-24.17627716,12.75970154,-93.42490845,4.437058258,-24.70426025,-19.58131256,-13.65562439,-97.06078491,-8.561538696,-88.55517578,13.28117523,4.375961685
Z CUR_L_smxmf 3,-3.117436028,-8.807759857,33.12069092,44.79528809,27.31653442,-7.697767639,4.897504425,31.43389282,-2.965579796,-28.03008118,-8.824159241,-1.161017895,27.24776306,31.34836731,32.71134949,44.86672668,-7.613525391,4.918226242,-27.63129272,-1.102923679
X CUR_L_smxmf 2,39.17599182,16.79575958,-35.93482971,34.62337952,-5.140597153,-31.94988403,-26.05992126,1.826052094,39.24573364,-28.60232544,16.73648376,-14.17503052,-5.188888931,1.829756355,-35.91494751,34.60147705,-31.43328247,-26.4107605,-28.73075562,-14.33014221
Y CUR_L_smxmf 2,-16.26291046,-100.2405457,-13.35736542,-104.7101685,-16.17295837,-9.014090729,-95.71448364,-11.30464249,-16.32101135,17.42563477,-100.0882141,8.3047966,-16.36395416,-11.23810196,-13.37227173,-104.7340088,-9.477035522,-95.7708252,17.53726044,8.227830505
Z CUR_L_smxmf 2,-4.785497284,-9.3129776,33.66528931,45.37113647,29.02260437,-12.65170975,4.637946701,31.79093933,-4.620135117,-33.27414856,-9.306735229,-7.343317413,28.82762146,31.61379089,33.39668579,45.30971375,-12.88447723,4.412424469,-33.07778015,-7.314096069
X CUR_L_smxmf 1,39.47958679,16.52865143,-43.34844971,35.57181702,-5.169958115,-36.71072693,-26.63084106,1.816470718,39.57754211,-33.49490356,16.55491028,-16.39545898,-4.995664978,1.970760345,-43.07711487,35.41093445,-35.9129364,-27.01037292,-33.52277222,-16.21987457
Y CUR_L_smxmf 1,-8.675854492,-106.5712158,-12.63252869,-111.8284058,-8.532081604,-9.608586884,-102.4437378,-2.688263893,-8.638617706,21.82643433,-106.476709,12.86812286,-8.581126404,-2.66545372,-12.67314148,-111.8495605,-9.540991974,-102.444397,21.78154449,12.70345993
Z CUR_L_smxmf 1,-5.01044693,-9.807847595,33.56714478,45.64525757,29.32079163,-19.44242706,6.104055786,30.79706726,-4.83208313,-37.61254883,-9.869884491,-14.19689178,29.39320984,31.25320435,33.36725769,45.61417847,-19.38788605,6.083677673,-37.51975708,-14.0478241
X CUR_L_maorza 5,40.58622131,21.71065979,32.76463928,18.96326294,-8.459870148,23.76451111,-19.38581848,2.865226173,39.47836609,26.83256226,21.70532684,8.129305267,-8.660354614,2.880776024,32.86166992,19.08538055,23.58724976,-20.83962708,26.62402954,8.223792267
Y CUR_L_maorza 5,-94.74974976,-38.59036865,-25.81470947,-32.59803162,-96.88064575,-4.74288063,-28.83874512,-95.63219604,-94.53394775,-21.02618713,-38.71978455,-39.86386414,-97.06542969,-95.86289673,-25.82918701,-32.48029785,-4.28046608,-28.31660156,-22.16725616,-40.29678345
Z CUR_L_maorza 5,1.266135979,-10.70810013,36.6973175,52.23232422,33.51955566,48.78462219,-8.551850891,36.98518982,0.78135581,3.905714417,-10.71424789,52.29625854,33.63278198,36.99645691,36.67776794,52.43712158,48.77973022,-8.168159485,2.656129265,51.72203979
X CUR_L_maorza 4,36.329599,20.81723633,27.15278931,19.32683258,-5.042551804,20.10710907,-17.78433533,5.143150711,35.95568848,20.24426575,20.79763336,7.265171814,-5.645608139,5.005889511,26.94481506,19.52917938,20.14283447,-18.33275299,20.85935974,7.328927612
Y CUR_L_maorza 4,-88.09953613,-43.27422791,-22.39895172,-38.78833618,-89.51486816,-2.157613754,-34.43885193,-88.98170166,-87.99330444,-20.18189545,-43.30513611,-32.69968262,-88.36027222,-88.88449707,-22.54124298,-38.78978577,-1.904876137,-34.37467957,-21.44535828,-32.78360596
Z CUR_L_maorza 4,1.32986002,-8.352222443,37.22423401,48.71157227,31.21202698,42.96089478,-6.915031433,38.50281372,1.331656742,0.299026227,-8.308034515,48.98932495,30.75437622,38.15753174,36.85810852,48.96244507,43.30844421,-6.601334381,-0.651817131,48.55211487
X CUR_L_maorza 3,30.39490662,20.81185608,23.55462036,17.52226868,0.113397956,17.1371933,-13.65564728,8.833609772,30.63016663,15.26115875,20.85320282,7.334721375,0.215023494,8.910056305,23.41229858,17.7699646,17.17189178,-13.47351227,14.90648956,7.444727325
Y CUR_L_maorza 3,-84.48213501,-46.5815979,-17.48894196,-43.40163269,-84.89563599,2.898054886,-38.54038086,-83.64017334,-83.99030762,-22.86145325,-46.54270325,-25.44035645,-84.04863892,-83.64988403,-17.7078598,-43.70313721,2.915015793,-38.18175964,-22.78103943,-25.34798431
Z CUR_L_maorza 3,-0.236804843,-3.976911926,38.96225281,44.21595764,28.81985168,38.74594116,-5.335503769,41.10205383,-0.236967039,-3.887472534,-3.922545242,48.28118896,28.57416992,41.20171204,38.77735901,44.49245911,38.88898926,-5.361123657,-3.956472778,47.76911621
X CUR_L_maorza 2,25.87475586,19.97218628,20.20662231,16.83041077,3.782405472,15.38863983,-10.42681046,12.18742981,26.12833557,8.662178802,20.13076935,7.715473938,4.128234863,12.22334976,20.21103058,16.78357544,14.81107788,-9.940371704,8.397349548,7.679743958
Y CUR_L_maorza 2,-79.75857544,-50.47058105,-13.06984863,-47.89131165,-79.00610352,6.003765869,-42.54961548,-78.46001587,-79.53259888,-23.08227997,-50.40765686,-19.53784637,-78.60778198,-78.32908936,-13.23917542,-47.78872986,6.173799896,-42.48864441,-23.51618195,-19.34686127
Z CUR_L_maorza 2,-0.168426716,0.173558915,39.6666748,39.72709656,26.49363708,33.63603821,-3.057820511,43.35496826,-0.104310954,-6.463382721,0.177991974,46.55027466,26.2771698,43.43862915,39.6163208,39.75480347,33.76874084,-3.176854515,-6.601838684,46.5973114
X CUR_L_maorza 1,25.35096588,18.41086884,14.81374054,19.03565216,3.413263321,11.53127441,-10.42124023,12.62794876,25.41074982,2.92814045,18.43292084,7.089824677,3.262072754,12.68897629,15.04454651,18.79096832,11.46617966,-10.41937866,3.077686119,7.047822571
Y CUR_L_maorza 1,-72.64320068,-55.64076538,-11.40827255,-53.83470459,-72.334021,5.856481934,-47.63954773,-71.88387451,-72.65635986,-19.78512421,-55.51268921,-14.6260788,-72.08670654,-71.89685059,-11.34518204,-53.32750854,5.849287796,-47.71629333,-19.92881317,-14.53855743
Z CUR_L_maorza 1,0.320805073,0.514109468,38.79316711,38.82841492,25.69194946,27.40172729,-1.062003899,42.81318665,0.28926084,-8.552045441,0.544138622,41.52251282,25.69964905,42.87501831,38.8396759,38.56581421,27.30375061,-1.051519108,-8.502372742,41.64667969
X CUR_L_inmfor,31.93981323,17.64326782,4.651293182,24.62189484,-2.620056343,2.347304153,-17.05887604,8.447872925,32.15064087,-2.787110901,17.65123596,1.769608116,-2.528136635,8.499344635,4.43219223,24.47814484,2.322629547,-17.00853119,-2.783764458,1.650660706
Y CUR_L_inmfor,-59.25083008,-65.94816284,-13.7992569,-64.97376709,-58.77797241,-0.747698545,-58.11964111,-59.39827271,-59.27633667,-8.576393127,-65.84755249,-12.2269722,-58.87095337,-59.33590088,-13.82668457,-64.7489624,-0.689194202,-58.11972656,-8.468643951,-12.43555679
Z CUR_L_inmfor,-0.500627279,-4.491843796,36.06739197,43.09829102,27.6338623,18.86289673,0.553220224,37.33257446,-0.485265398,-12.31681366,-4.466781235,28.58716125,27.60111694,37.41430664,36.03066406,43.04600525,18.8512207,0.557163763,-12.44242172,29.06191711
X CUR_L_dpmx 2,42.03189087,12.77389908,15.09498749,31.7163269,-15.2074234,15.73984222,-26.01441956,8.057368469,42.40220642,7.052161407,12.79108429,9.054347229,-14.31408844,7.846447754,15.02285156,31.82603149,15.95609741,-25.96009216,7.47507782,10.13630524
Y CUR_L_dpmx 2,-70.83041992,-55.85772095,-19.67249298,-51.90814819,-71.95471802,-9.813676453,-45.76251831,-73.0076355,-71.04421387,-9.290431213,-55.92498779,-28.08891907,-70.19784546,-72.82261353,-19.60991058,-51.79277954,-9.820912933,-45.94441833,-9.426057434,-27.07373352
Z CUR_L_dpmx 2,6.21416893,-12.4301384,27.74907227,48.93491211,26.89150391,25.98581543,2.228579521,27.70533142,5.97143898,1.269796848,-12.40134735,28.29591675,26.44701233,27.91254578,27.67672729,48.73052673,25.75930786,2.263457489,0.765868282,28.43182068
X CUR_L_dpmx 1,38.78946533,13.5026947,11.63061295,30.01409302,-12.75320663,12.49738083,-24.05404205,9.281983948,39.12506104,2.699118805,13.70304565,7.860289764,-11.56317902,9.29309082,11.57825775,30.32745667,12.39716492,-23.99080963,2.836629105,8.752658844
Y CUR_L_dpmx 1,-66.71975708,-59.15921021,-17.47179108,-55.98035889,-67.45734253,-7.031326294,-49.73482971,-67.91824341,-66.7803772,-9.548936462,-59.23484497,-23.11998901,-65.91314697,-68.05231934,-17.0975174,-56.22120361,-6.763700867,-49.90957642,-9.54154129,-22.65836029
Z CUR_L_dpmx 1,4.926340485,-10.26552734,29.65467529,47.77444763,26.12684937,22.54806671,2.507662201,30.57651672,4.391620255,-2.755910683,-10.28085556,26.69878235,27.77058716,31.0291748,29.33002319,47.32534485,22.8480484,2.410081863,-2.81052475,26.64953003
X CUR_L_dp 4,45.33336182,15.00200958,17.54125977,29.568927,-16.55340881,15.70105743,-27.65817261,1.631299782,45.56996765,14.36904297,14.92240143,7.789491272,-16.62714386,1.198825455,17.65906677,29.39750061,15.62488861,-27.68691101,14.28280029,7.900934601
Y CUR_L_dp 4,-75.57927856,-52.13536377,-24.99592285,-47.91323853,-76.65581665,-13.94343262,-41.94410706,-78.07972412,-76.26306152,-7.856407928,-52.06137695,-33.97409973,-76.91345215,-77.77202148,-25.18915253,-47.54759216,-14.0102829,-41.83736572,-7.82304306,-34.04680786
Z CUR_L_dp 4,4.087503815,-14.89666138,28.3119751,53.46143188,30.90742798,32.45114441,-0.730575037,26.62761841,4.144714737,1.861790466,-14.87675934,30.94176331,30.68293762,26.84555969,28.19472961,53.48126221,32.50700073,-0.741469717,1.854089928,30.96644592
X CUR_L_dp 3,45.24482422,16.93602905,14.77627869,28.54047546,-14.76549225,11.44389572,-28.11831665,-0.626951694,45.46832275,14.12270355,16.89955444,4.256822205,-14.69402466,-0.85215826,15.0160675,28.02493286,11.13431473,-27.9914978,14.06781158,4.494971848
Y CUR_L_dp 3,-73.11304321,-54.37449341,-25.79695129,-51.07964783,-74.17472534,-14.00956879,-44.57077332,-74.46538086,-73.75895386,-5.848961258,-54.18951416,-32.53525696,-74.55914307,-74.54594727,-26.19090271,-50.99559326,-13.90838776,-44.42501831,-5.953552628,-32.11786804
Z CUR_L_dp 3,0.941355705,-15.61975098,29.99277039,54.64133911,32.37672119,32.20710144,-2.667364693,28.28018188,1.101225948,-1.735803413,-15.6650238,30.12549438,32.42940674,28.38377075,30.37060547,54.87451782,32.51432495,-3.071523285,-1.778853607,29.79231567
X CUR_L_dp 2,43.45916443,17.81268005,12.09972916,28.05952454,-13.11656189,8.040127563,-27.40258484,0.112748802,43.61594238,11.09161758,17.82234497,2.657156563,-13.24105072,-0.268810725,12.14664001,27.70357361,7.546224213,-27.2197113,11.1903923,2.720557594
Y CUR_L_dp 2,-69.6593689,-57.27749023,-24.41539917,-54.64719849,-70.41119385,-12.50551834,-48.01609802,-70.07671509,-70.03612671,-5.352864456,-57.12367554,-28.91523132,-70.59608765,-70.4727417,-24.73948212,-54.62764893,-12.46476593,-48.23556519,-5.214927292,-28.68848572
Z CUR_L_dp 2,0.315440416,-14.7717514,31.56552429,53.68305054,32.37142639,30.26439819,-3.324734879,30.0547821,0.305179477,-5.15690155,-14.85236206,28.63933716,32.49567566,30.05890198,31.82247314,53.94208984,30.65166626,-3.484466553,-5.092817688,28.15845337
X CUR_L_dp 1,41.29491882,17.51149292,9.800196075,27.7466095,-11.75166321,5.942461777,-25.8723877,1.973605156,41.28196411,7.164445496,17.55238953,2.174597931,-11.65651703,1.559226799,9.673609924,27.69818726,5.86849823,-25.61424255,7.275434113,2.407168198
Y CUR_L_dp 1,-66.01230469,-59.95638428,-22.07849731,-57.8980957,-66.98339844,-10.36712799,-51.02889099,-66.16843262,-66.3671936,-5.124066544,-59.85617065,-25.33228149,-67.21461792,-66.6414856,-22.36531067,-57.71425171,-10.34933167,-51.4864624,-4.983924866,-24.78343506
