Name,O_ana_QVM_M1987x1x101,O_ana_QVM_M1986x1x47,O_ana_QVM_M1968x1x36,O_ana_MV_C29881,O_ana_MV_C29879,O_ana_MV_C29873,O_ana_MV_C29872,O_ana_MV_C29771,O_ana_QVM_M1987x1x108,O_ana_MV_C29680,O_ana_MV_C29678,O_ana_MV_C28827,O_ana_MV_C28818,O_ana_MV_C24057,O_ana_MV_C17256,O_ana_MV_C17040,O_ana_MV_C17031,O_ana_MV_C17028,O_ana_MV_C16999,O_ana_MV_C16998,O_ana_MV_C16997,O_ana_MV_C16989,O_ana_MV_C7238,O_ana_MV_C2935,O_ana_MV_C2502,O_ana_MV_C2414,O_ana_MV_C2413,O_ana_QVM_M1986x1x38,O_ana_MV_C1435,O_ana_MV_C24058,O_ana_QVM_M1988x1x34,O_ana_ANWC_M3707,O_ana_ANWC_M18044,O_ana_ANWC_M3704,O_ana_ANWC_M3700,O_ana_ANWC_M3699,O_ana_ANWC_M3696,O_ana_ANWC_M3730,O_ana_ANWC_M1274,O_ana_QM_JM6919,O_ana_ANWC_M3560,O_ana_QM_JM18104,O_ana_QM_JM20596,O_ana_QM_JM19983,O_ana_QVM_M1964x1x246,O_ana_MV_C17000,O_ana_MV_C7239,O_ana_ANWC_M15484,O_ana_QVM_M1987x1x98,O_ana_ANWC_M18089,O_ana_SAM_M1629,O_ana_SAM_M6298,O_ana_SAM_M14097,O_ana_QVM_M1965x1x164,O_ana_MV_C11286,O_ana_QVM_M1993x1x223,O_ana_MV_C29877,O_ana_AM_M11237,O_ana_SAM_M9678,O_ana_MV_C17253,O_ana_QVM_M1963x1x245,O_ana_ANWC_M3703,O_ana_AM_M8625,O_ana_QM_JM8106,O_ana_MV_C2459,O_ana_AM_M8258,O_ana_QM_J20672_ERR,O_ana_QVM_M1988x1x141_ERR,O_ana_QVM_M1987x1x105_ERR,O_ana_QM_JM1086_ERR,O_ana_MV_C29796_ERR,O_ana_ANWC_M3708_ERR,O_ana_MV_C2459_ERR,O_ana_ANWC_M1279_ERR,O_ana_AM_M8258_ERR,O_ana_SAM_M6043_ERR,O_ana_QVM_M1987x1x105,O_ana_ANWC_M3708,O_ana_QM_J20672,O_ana_QVM_M1988x1x141,O_ana_QM_JM1086,O_ana_MV_C29796,O_ana_ANWC_M1279,O_ana_SAM_M6043
Z CUR_L_maorza 5,39.48082886,14.65874023,33.88161926,-5.742483902,17.14849854,-22.32051239,-27.2912262,31.80254211,7.166240692,6.707012939,29.69575806,12.75837402,-8.603186798,35.38229065,-10.90502548,4.946406555,-10.71739883,-8.50694809,-10.14683609,24.92777863,-35.50575256,14.04145203,18.62289124,4.547808075,-18.53680115,31.48596802,4.37026062,42.24572144,39.02436218,-11.9765152,31.31691284,35.3217804,61.91312866,38.2942688,71.83378296,46.83033142,35.75411682,32.00948181,44.25834045,27.58572083,30.74943848,37.96096497,25.63952942,24.11040039,-21.83022766,34.38200378,-23.78268433,17.37022858,3.086146164,5.344049072,43.57521667,62.18690186,46.79666748,28.88246155,15.98912354,4.793307114,-7.506630707,-12.32216339,44.53727722,3.100005531,-24.18332062,31.09796143,42.98971558,15.36634216,1.266135979,-10.70810013,36.6973175,52.23232422,33.51955566,48.78462219,-8.551850891,36.98518982,0.78135581,3.905714417,-10.71424789,52.29625854,33.63278198,36.99645691,36.67776794,52.43712158,48.77973022,-8.168159485,2.656129265,51.72203979
X CUR_L_maorza 4,34.71976013,-10.05121231,0.067064095,46.78136597,-12.06866608,-14.37335968,-3.414179611,-6.234751511,39.50328369,31.3264801,35.96408081,36.03506165,26.18499146,-11.25389481,34.447052,44.88841553,33.85762634,-10.13730621,28.21680908,-13.58926392,-14.27750092,30.85072632,17.73960266,-12.74446716,-1.364187145,37.05172729,44.16881714,39.33725586,-9.257090759,-16.17495422,-6.591973877,4.97914505,24.47536163,0.015545316,4.957426453,26.5456543,-0.667732954,1.630354118,14.08910675,0.085242414,2.651971245,38.13529053,21.89537354,25.67632141,13.74313354,-7.713388062,-0.888819504,-1.306144714,-7.538513947,20.89499817,3.879759979,11.19137344,3.956062317,-7.409544373,31.47744446,43.76588135,28.51914063,19.82228546,-2.204730797,35.5785614,13.87867584,-2.552501678,30.02235413,33.48031311,36.329599,20.81723633,27.15278931,19.32683258,-5.042551804,20.10710907,-17.78433533,5.143150711,35.95568848,20.24426575,20.79763336,7.265171814,-5.645608139,5.005889511,26.94481506,19.52917938,20.14283447,-18.33275299,20.85935974,7.328927612
Y CUR_L_maorza 4,-36.28853149,-86.97536621,-41.42077332,-30.4240387,-87.16912231,-44.54870911,-41.0727417,-43.75701599,-36.29679565,-95.48955688,-89.15982056,-95.87915649,-79.40794067,-36.2257782,-90.74067383,-93.52582397,-91.79656982,-39.20345764,-92.23405762,-35.18342896,-95.2,-28.36661682,-47.52318115,-47.49471741,-40.9955719,-91.24814453,-91.39785156,-36.22245789,-51.43445435,-43.98319397,-87.49054565,-89.0715271,-32.13416138,-88.27508545,-37.04605103,-32.51612854,-88.52632446,-92.73200073,-34.34725037,-26.5766449,-91.04693604,-26.90548401,-13.6388855,-39.31730957,-93.83309937,-44.21211243,-37.11356506,-28.70508728,-90.14845581,-20.43574829,-34.66521606,-37.89359436,-36.80462036,-89.8625061,-94.98273926,-47.43213806,-92.84401855,-45.29060669,-31.7187561,-92.16448975,-85.93858032,-90.77236328,-85.50964966,-18.96495209,-88.09953613,-43.27422791,-22.39895172,-38.78833618,-89.51486816,-2.157613754,-34.43885193,-88.98170166,-87.99330444,-20.18189545,-43.30513611,-32.69968262,-88.36027222,-88.88449707,-22.54124298,-38.78978577,-1.904876137,-34.37467957,-21.44535828,-32.78360596
Z CUR_L_maorza 4,36.8535614,14.25121307,31.94042053,-4.979903793,15.82359924,-21.26350555,-25.31633911,29.99862061,7.594966888,3.879352951,26.82389832,11.89327927,-6.934322357,35.02653809,-8.860977173,2.964184189,-8.250434875,-6.885723114,-7.845329285,23.31770782,-33.07389221,10.95879822,16.24193726,5.841447449,-14.92258606,28.17591553,2.315153122,39.9329071,36.87479553,-10.65896072,28.86367188,37.81646729,58.23850708,39.23404541,66.92550049,42.96018372,37.15624695,33.57731934,46.107901,25.45531006,32.45147095,39.41948242,26.2888916,20.54843445,-18.65566101,31.68317261,-21.05650024,14.15769196,5.75794487,2.72358799,40.3464325,56.65997925,42.85587158,27.98322754,13.48203278,5.040197754,-5.094333267,-9.990292358,40.80262146,3.066819954,-20.62530365,33.64965515,40.12572937,12.76305161,1.32986002,-8.352222443,37.22423401,48.71157227,31.21202698,42.96089478,-6.915031433,38.50281372,1.331656742,0.299026227,-8.308034515,48.98932495,30.75437622,38.15753174,36.85810852,48.96244507,43.30844421,-6.601334381,-0.651817131,48.55211487
X CUR_L_maorza 3,33.14076538,-5.310848999,2.130638695,42.21777039,-6.960449219,-10.48515472,-1.408889008,-2.663839531,35.04284058,27.77559814,33.56612549,31.98157654,22.47545624,-7.574980927,30.45921631,39.83461609,30.53069153,-6.717818451,24.68250427,-10.51476212,-11.34791107,27.13091431,17.6667038,-8.099585724,3.274677658,35.65756226,39.25048523,35.53985291,-6.824782562,-11.38416748,-1.597223759,9.347976685,19.64196472,3.793453598,6.078343582,20.41727142,2.691274261,4.615081787,10.1478775,-1.374132633,6.186381149,33.66104431,19.05344543,20.19233551,12.52552185,-4.402866364,3.092346954,-1.954464531,-4.640251923,16.42817993,3.189029121,9.041024017,3.106729507,-1.554663086,27.42452393,39.60218201,25.22796173,21.36310425,-2.769038391,30.3084137,11.13151474,0.775015354,29.82701111,27.92875671,30.39490662,20.81185608,23.55462036,17.52226868,0.113397956,17.1371933,-13.65564728,8.833609772,30.63016663,15.26115875,20.85320282,7.334721375,0.215023494,8.910056305,23.41229858,17.7699646,17.17189178,-13.47351227,14.90648956,7.444727325
Y CUR_L_maorza 3,-41.03667297,-81.73430176,-46.3934021,-34.3300415,-82.39143677,-48.16425781,-45.91758118,-47.876474,-41.22362671,-92.00687866,-83.18654785,-91.84519043,-74.09692993,-40.21067505,-85.61303101,-88.38317871,-85.91781006,-44.60054626,-87.81063232,-40.21603699,-88.88414917,-34.21281433,-52.2208313,-50.70396423,-45.37757263,-85.2138916,-85.91491699,-41.5960083,-55.02436523,-48.1934021,-81.97520142,-83.61564331,-33.98320007,-83.56616821,-30.03531189,-34.76235962,-83.64959106,-88.60184937,-30.92335815,-20.73424072,-86.82874146,-21.41522064,-8.930764008,-37.80284729,-88.81779175,-48.19023438,-40.71028137,-22.67615356,-85.57202148,-22.22592163,-27.9125885,-30.041922,-28.4934845,-85.96640015,-91.43372192,-51.29143066,-88.98962402,-48.46930542,-24.67388916,-87.46314087,-81.32094116,-85.92926025,-81.56305542,-19.29060974,-84.48213501,-46.5815979,-17.48894196,-43.40163269,-84.89563599,2.898054886,-38.54038086,-83.64017334,-83.99030762,-22.86145325,-46.54270325,-25.44035645,-84.04863892,-83.64988403,-17.7078598,-43.70313721,2.915015793,-38.18175964,-22.78103943,-25.34798431
Z CUR_L_maorza 3,32.53945313,14.81237183,28.03266602,-2.248261642,16.10562134,-20.26089478,-22.52629089,26.84857483,7.910301208,-0.047436914,22.78254089,11.0413475,-4.048504639,32.51544189,-5.772986984,0.413247061,-4.655186462,-5.435973358,-4.364205551,19.6925827,-29.59015808,6.07482605,11.99807205,5.931204987,-12.0951767,23.89771729,-0.793009329,38.60268555,33.01324463,-9.795379639,26.28953857,40.47904663,54.47188721,42.588974,63.80123901,39.65464172,40.8335907,36.8151947,49.08368225,25.02632141,36.15513306,41.96517944,28.95755615,17.45692596,-13.75857697,28.41768799,-17.67473755,13.12051849,10.63629608,0.121994829,40.06285095,54.67365112,42.8604126,26.66125183,10.31310196,7.268656158,-1.339691067,-5.667588043,39.96089478,3.368754578,-15.43306427,37.42364197,34.66534729,10.3415802,-0.236804843,-3.976911926,38.96225281,44.21595764,28.81985168,38.74594116,-5.335503769,41.10205383,-0.236967039,-3.887472534,-3.922545242,48.28118896,28.57416992,41.20171204,38.77735901,44.49245911,38.88898926,-5.361123657,-3.956472778,47.76911621
X CUR_L_maorza 2,31.91919556,-1.121343994,3.839619827,37.76887512,-2.587121773,-7.229096985,0.538993597,0.969630051,31.01744385,23.73900909,31.32469482,28.09485168,20.58156891,-4.147885132,26.7917511,34.92419739,28.73609619,-3.327717972,22.34394836,-7.588605499,-8.5019104,25.02243347,18.65343475,-4.344176102,6.099204254,34.50002441,35.37788086,32.92485962,-3.45811348,-7.378636169,1.610009956,12.97041321,14.33652344,7.639396667,6.045675278,14.39840088,6.183794403,7.634856415,6.178131104,-2.777605057,9.614740753,28.64355164,14.74810486,15.60718842,11.58242493,-0.729245138,6.065074539,-2.734107208,-1.861908531,11.68305283,3.613477325,6.814868164,2.986594963,2.499548149,23.57810211,35.85619812,23.34564514,21.32489624,-3.235301208,26.35105591,10.81581039,4.03047905,28.22780762,21.76466827,25.87475586,19.97218628,20.20662231,16.83041077,3.782405472,15.38863983,-10.42681046,12.18742981,26.12833557,8.662178802,20.13076935,7.715473938,4.128234863,12.22334976,20.21103058,16.78357544,14.81107788,-9.940371704,8.397349548,7.679743958
Y CUR_L_maorza 2,-45.57142639,-76.87058105,-50.61629639,-39.02588501,-77.24787598,-52.22180176,-50.36803894,-52.06409912,-45.45748596,-88.00048218,-76.74310303,-88.63222046,-68.55460815,-44.1543396,-80.89351196,-83.43361206,-80.89333496,-50.0309021,-83.02140503,-45.63392944,-82.8980835,-40.68983765,-56.93267212,-53.76088867,-51.00061951,-79.46656494,-80.07185059,-47.20960388,-58.54393921,-53.07623901,-76.05708618,-77.76807251,-34.23204041,-78.50464478,-25.25680542,-36.06122437,-78.17540894,-84.29853516,-27.26654053,-15.34378357,-81.97677612,-16.9124527,-4.344176483,-35.62767639,-83.52468262,-52.55820923,-45.38686523,-17.20791626,-80.82159424,-23.49746399,-21.67931061,-24.27138214,-21.67042999,-80.63823242,-87.88568726,-55.29491577,-84.32034302,-53.04129639,-18.09653168,-82.53601685,-73.87451172,-81.15881958,-76.42255859,-18.8964035,-79.75857544,-50.47058105,-13.06984863,-47.89131165,-79.00610352,6.003765869,-42.54961548,-78.46001587,-79.53259888,-23.08227997,-50.40765686,-19.53784637,-78.60778198,-78.32908936,-13.23917542,-47.78872986,6.173799896,-42.48864441,-23.51618195,-19.34686127
Z CUR_L_maorza 2,28.81382141,14.89354858,24.18046265,-0.747183895,15.54435272,-18.96026459,-19.16916046,24.67615662,8.624458313,-2.559552765,20.65098419,9.847122192,-1.1005373,31.18408508,-3.369090652,-2.069023323,-1.517819214,-3.742197037,-0.506250191,17.38731842,-26.88696594,1.947878838,8.306092834,6.870360565,-8.436006927,20.5355896,-2.572619438,35.96997986,30.43761292,-7.708686066,23.40548248,42.4716217,51.97988281,44.24188232,58.63201904,37.14080505,43.04881897,39.20729065,51.48226929,24.29588013,38.91835327,43.62227478,29.87210999,14.4889328,-9.751894379,26.44924316,-14.24577789,10.20102997,14.85707092,-1.853120422,38.8769165,51.37565918,41.41532593,24.5959259,7.893305206,9.030261993,2.689988518,-1.469713879,39.25122986,4.082315826,-10.14533463,40.39565735,29.86200562,8.421681976,-0.168426716,0.173558915,39.6666748,39.72709656,26.49363708,33.63603821,-3.057820511,43.35496826,-0.104310954,-6.463382721,0.177991974,46.55027466,26.2771698,43.43862915,39.6163208,39.75480347,33.76874084,-3.176854515,-6.601838684,46.5973114
X CUR_L_maorza 1,32.8812439,-0.766910267,5.633785248,36.17254639,-3.297437286,-6.65979538,-1.128194046,1.907744408,29.67549744,22.14538269,30.14086609,26.55916138,22.50585327,-2.301301765,26.94456482,33.85585632,29.0090271,-4.871704483,23.06436768,-6.392408752,-7.847819519,25.37175598,20.58302155,-3.152913475,5.049015427,34.5614563,34.96342468,34.12088013,-0.92177515,-7.713723755,0.799147081,13.64199219,9.232543945,9.14954071,3.354608536,9.014710236,7.915032196,8.971617126,0.769043922,-4.153166199,10.14717636,22.31256866,9.069957733,12.63606567,13.07588501,0.88788929,5.686384583,-5.88046608,-0.693157625,6.94573822,3.806605148,4.132395554,2.499287987,2.080132294,21.67073364,33.75078125,24.85156555,19.92029266,-3.058911133,25.59894409,11.92573471,5.403093719,26.43517456,16.89664307,25.35096588,18.41086884,14.81374054,19.03565216,3.413263321,11.53127441,-10.42124023,12.62794876,25.41074982,2.92814045,18.43292084,7.089824677,3.262072754,12.68897629,15.04454651,18.79096832,11.46617966,-10.41937866,3.077686119,7.047822571
Y CUR_L_maorza 1,-51.46052856,-70.1333313,-56.43803101,-45.72194824,-70.5913269,-57.51305542,-56.4987793,-57.71352539,-51.62617798,-82.45424805,-70.28433838,-83.06481323,-62.68035278,-49.52966614,-73.81424561,-75.87441406,-73.40303955,-56.5376709,-76.27669678,-51.87227173,-75.82668457,-47.46569214,-62.88082275,-59.3442749,-56.2470459,-72.16170654,-72.46088867,-52.6008728,-64.85134277,-58.67121582,-70.16842041,-71.31472168,-31.42305603,-71.98701172,-22.88102722,-33.62206726,-71.79695435,-78.8307373,-25.62216492,-11.76219177,-76.09503174,-15.56654358,-3.071123886,-30.50326843,-77.18077393,-57.68435669,-51.11513062,-15.18088379,-74.7199585,-20.93869934,-17.58877716,-21.5399826,-17.72558136,-74.59657593,-82.37185059,-61.54187622,-78.87764893,-57.70239868,-13.57815704,-75.66444702,-68.80566406,-74.4664856,-69.51885376,-15.3170578,-72.64320068,-55.64076538,-11.40827255,-53.83470459,-72.334021,5.856481934,-47.63954773,-71.88387451,-72.65635986,-19.78512421,-55.51268921,-14.6260788,-72.08670654,-71.89685059,-11.34518204,-53.32750854,5.849287796,-47.71629333,-19.92881317,-14.53855743
Z CUR_L_maorza 1,27.46766968,13.22908173,23.76622314,-1.650658417,13.83539581,-17.16418915,-17.03807526,25.62880249,7.526607513,-2.344584465,21.17106781,9.767195892,0.089495814,32.67593079,-2.368801498,-2.032451439,-0.229624057,-1.189494133,0.383589983,17.45056305,-27.81707458,0.916165257,8.231365204,9.088324738,-7.199058533,20.74591675,-2.207316017,34.84663391,30.75644836,-5.709228134,21.58438873,41.67543945,49.61189575,43.27549133,53.44683838,34.98381653,42.4219635,38.7510376,51.51099243,20.11087189,37.80664368,42.37992859,29.26158447,12.23895264,-9.317258453,27.24064331,-12.48185959,5.759903336,14.65949249,-3.620284653,33.89075623,45.04768982,36.96970215,23.4733551,6.894754791,8.136612701,3.633289719,-1.150396156,33.57806091,5.30606575,-10.24932327,39.22631226,29.79841003,7.940571594,0.320805073,0.514109468,38.79316711,38.82841492,25.69194946,27.40172729,-1.062003899,42.81318665,0.28926084,-8.552045441,0.544138622,41.52251282,25.69964905,42.87501831,38.8396759,38.56581421,27.30375061,-1.051519108,-8.502372742,41.64667969
X CUR_L_inmfor,35.29453735,-7.516053009,5.323041534,40.13415222,-9.99415741,-11.25034332,-7.669030762,-0.9608531,35.47944031,25.03813171,33.47252197,31.12042542,29.71827393,-5.338634872,34.25026245,38.24494324,35.55749817,-13.73543091,28.98728027,-8.671308136,-11.26942215,29.35340881,20.84715576,-7.287677002,0.039920232,39.44833679,42.22756958,40.81902161,-2.422302818,-12.66853867,-5.755921173,9.041093445,5.234430313,4.851570892,-7.09548111,2.271419907,5.653199005,6.286143112,-10.00852203,-8.611773682,7.240511322,10.67728577,-0.722964573,13.74198761,16.26743927,-1.133734512,2.216675568,-13.95938416,-3.536574554,2.514391518,1.728391457,-3.637981033,-0.443223047,-4.162880707,25.14275665,37.37427368,29.03538513,18.78125,-4.225166702,32.64854431,14.89954376,2.367525101,26.05201721,12.42594299,31.93981323,17.64326782,4.651293182,24.62189484,-2.620056343,2.347304153,-17.05887604,8.447872925,32.15064087,-2.787110901,17.65123596,1.769608116,-2.528136635,8.499344635,4.43219223,24.47814484,2.322629547,-17.00853119,-2.783764458,1.650660706
Y CUR_L_inmfor,-62.9670166,-58.18762817,-66.52769165,-57.65992432,-61.3085022,-66.63170776,-67.04297485,-67.31658325,-63.76633911,-71.46984253,-59.43169556,-72.9765564,-52.9260437,-58.43119507,-60.56698608,-62.35987549,-61.18825073,-65.65492554,-65.92056274,-62.59024048,-63.65613403,-59.64678955,-72.81973877,-69.97897339,-65.89135742,-60.77598877,-59.13577881,-63.01153564,-76.62268066,-68.45647583,-59.35700684,-59.44690552,-20.52526398,-58.21074829,-23.89763794,-22.4134964,-59.96123657,-68.48833008,-27.76026917,-9.376039886,-66.20014038,-20.77614136,-6.534421539,-19.7542984,-65.2295105,-68.05574951,-61.07941895,-15.48954926,-62.03377075,-11.32732391,-15.55617218,-24.04958496,-14.59289398,-62.41986084,-71.21592407,-72.41564941,-69.38786011,-66.92897949,-10.93078918,-64.71560669,-58.03746948,-63.39172974,-58.01016846,-4.717871857,-59.25083008,-65.94816284,-13.7992569,-64.97376709,-58.77797241,-0.747698545,-58.11964111,-59.39827271,-59.27633667,-8.576393127,-65.84755249,-12.2269722,-58.87095337,-59.33590088,-13.82668457,-64.7489624,-0.689194202,-58.11972656,-8.468643951,-12.43555679
Z CUR_L_inmfor,32.35205688,10.68139191,28.98416138,-4.79948349,12.90220795,-17.19808197,-19.61438751,30.19876099,5.68965416,0.532832813,29.4824646,9.919270325,-4.009234619,37.08432922,-5.199330139,1.226750946,-4.336611176,0.370927429,-3.363805389,24.39575806,-35.85675964,5.946466827,13.98806763,9.989175415,-8.840634155,27.47362061,1.435067272,34.82379456,35.565448,-4.208808517,22.44333344,35.32657471,45.90069885,37.10828857,44.72150879,30.55375671,35.84563599,32.8855835,48.27155151,10.00177078,32.15438232,39.9911377,27.86268616,7.663404846,-15.77043915,30.95310059,-14.60710602,-1.102422523,9.518147278,-6.917133331,20.90574188,32.875177,24.51367188,25.1965744,7.908217621,5.457707214,-0.40114007,-5.036263657,20.72066498,5.191115952,-16.14201508,33.51248779,35.36260071,7.887162781,-0.500627279,-4.491843796,36.06739197,43.09829102,27.6338623,18.86289673,0.553220224,37.33257446,-0.485265398,-12.31681366,-4.466781235,28.58716125,27.60111694,37.41430664,36.03066406,43.04600525,18.8512207,0.557163763,-12.44242172,29.06191711
X CUR_L_dpmx 2,44.92155457,-13.05625,7.467147064,44.38140564,-16.55700531,-20.96228485,-17.08500519,-2.492705154,41.59763184,28.6300415,30.64723511,38.74689026,38.76316833,-9.058927155,46.32527771,42.65990601,45.31456909,-17.60001831,36.97829285,-7.671025848,-10.39794998,39.50465698,27.22353516,-13.90862274,-8.473889923,33.53675232,46.2680542,46.44931335,-2.825936508,-21.56308289,-18.72369537,8.048941803,12.15212479,3.630444717,-4.823363495,11.16758423,3.315919495,6.104045868,1.673241425,1.636817551,6.269782257,22.4891983,7.183541107,20.14459839,26.02999878,-4.085923767,-8.74514389,-6.173150635,-2.606879807,9.586824799,8.342736816,8.474497223,7.710471344,-11.987677,31.08997192,43.56333618,38.70006409,12.17874451,3.956850815,38.6335907,23.28361816,1.848830986,21.17554474,21.98987885,42.03189087,12.77389908,15.09498749,31.7163269,-15.2074234,15.73984222,-26.01441956,8.057368469,42.40220642,7.052161407,12.79108429,9.054347229,-14.31408844,7.846447754,15.02285156,31.82603149,15.95609741,-25.96009216,7.47507782,10.13630524
Y CUR_L_dpmx 2,-50.57024231,-72.46123047,-55.82249146,-45.35849304,-74.36698608,-57.33652954,-54.48190918,-56.1079834,-49.7943512,-80.97785645,-74.64624634,-80.77683716,-64.91798096,-46.56380615,-72.37080688,-76.3868103,-76.24706421,-50.26043701,-78.79099121,-48.46299133,-79.10908203,-46.06459656,-61.38378296,-58.24351807,-53.44908447,-73.32523193,-73.57559204,-49.36375122,-65.07235107,-57.56430664,-70.58032227,-73.13199463,-20.47822113,-72.85889893,-39.74037781,-20.52563782,-73.12323608,-79.63363647,-28.45048218,-19.34582062,-77.15725708,-24.99073944,-12.49899597,-24.08659515,-77.57642822,-57.96676025,-52.187677,-27.35255127,-72.72893677,-10.80368271,-29.79210205,-35.9567749,-29.71211853,-75.10544434,-79.5680603,-62.98728638,-79.06201172,-56.66650391,-26.24900208,-78.37339478,-69.77903442,-76.77332153,-69.04920654,-6.081942749,-70.83041992,-55.85772095,-19.67249298,-51.90814819,-71.95471802,-9.813676453,-45.76251831,-73.0076355,-71.04421387,-9.290431213,-55.92498779,-28.08891907,-70.19784546,-72.82261353,-19.60991058,-51.79277954,-9.820912933,-45.94441833,-9.426057434,-27.07373352
Z CUR_L_dpmx 2,38.11009827,3.983985519,40.83054504,-13.41174164,8.013954926,-14.04742737,-23.2618988,39.82833557,-2.453866768,11.58455353,35.97251587,18.94503174,-4.437218857,44.21122742,-3.948680496,11.69321976,-4.594387817,3.326154327,-4.484728241,33.52643738,-43.75593567,8.900003815,24.03526917,13.93074036,-8.32758255,35.58160706,10.66941071,31.82721863,44.37638855,-0.677306557,20.87053375,25.23244324,58.31263428,29.14590454,47.44790039,43.33056335,25.06838684,23.6259079,38.12031555,12.64784164,21.73213501,30.50013733,18.76905212,20.19506989,-23.00286713,40.88322144,-17.74871368,0.004248321,-2.369207191,3.907933807,22.89581146,38.11404724,26.72479248,21.54025116,19.56572876,-3.489552307,-4.485913849,-9.496252441,22.4763092,11.38744431,-23.76694641,25.14773712,47.84748535,19.53184357,6.21416893,-12.4301384,27.74907227,48.93491211,26.89150391,25.98581543,2.228579521,27.70533142,5.97143898,1.269796848,-12.40134735,28.29591675,26.44701233,27.91254578,27.67672729,48.73052673,25.75930786,2.263457489,0.765868282,28.43182068
X CUR_L_dpmx 1,43.19840088,-11.40904541,7.083769989,42.69069214,-14.21958313,-18.90569763,-15.44180298,-2.072239304,39.70617371,27.62059631,30.77166138,36.85247192,37.07840576,-8.05515213,43.78895569,41.24532471,42.69108582,-15.42737732,34.95921631,-7.105447388,-9.883744812,36.36231079,26.66142883,-11.51129074,-6.117047119,34.84537354,44.10037537,44.27515564,-2.609908295,-19.74103241,-16.11671295,9.065293121,8.888299561,4.677169037,-5.798825455,7.387269592,4.093542862,6.928857422,-2.17125988,-1.018962955,7.258753967,18.07112274,3.780215073,17.63913574,24.63655548,-3.478771591,-6.620695496,-8.776098633,-2.697546577,6.648738861,7.265546417,4.706094742,5.84377327,-9.427822113,29.48472595,42.1686554,37.14043579,13.90935059,2.363291168,36.64121094,21.37271729,2.550042534,21.12225494,18.76050873,38.78946533,13.5026947,11.63061295,30.01409302,-12.75320663,12.49738083,-24.05404205,9.281983948,39.12506104,2.699118805,13.70304565,7.860289764,-11.56317902,9.29309082,11.57825775,30.32745667,12.39716492,-23.99080963,2.836629105,8.752658844
Y CUR_L_dpmx 1,-54.55189209,-67.29562988,-59.66739502,-49.345401,-69.86873779,-60.36538086,-58.1991333,-59.95812378,-54.43361206,-77.85327148,-69.23514404,-77.6831604,-60.79196777,-50.08675842,-68.57427368,-71.17988892,-70.99860229,-55.2760437,-74.37016602,-52.99326782,-73.8802002,-50.92208252,-65.4380249,-61.91360474,-57.45108032,-67.66484985,-68.62793579,-54.13760986,-68.33099976,-60.93811035,-66.77826538,-68.63635254,-20.46296997,-68.30605469,-35.31177979,-21.43479004,-69.38267212,-76.11863403,-27.6135437,-15.5287674,-73.64718628,-23.5186676,-11.06231537,-22.25869446,-73.56199341,-60.99902344,-55.13274536,-23.32402802,-69.03030396,-10.91592407,-25.59332733,-31.55869751,-24.68128052,-70.5614624,-76.56523438,-66.30415039,-75.41929321,-60.26973267,-21.86876526,-73.91057739,-65.5026001,-72.63135986,-65.53060303,-4.714854813,-66.71975708,-59.15921021,-17.47179108,-55.98035889,-67.45734253,-7.031326294,-49.73482971,-67.91824341,-66.7803772,-9.548936462,-59.23484497,-23.11998901,-65.91314697,-68.05231934,-17.0975174,-56.22120361,-6.763700867,-49.90957642,-9.54154129,-22.65836029
Z CUR_L_dpmx 1,36.88034058,4.472350693,38.34778137,-11.04610748,8.814905548,-14.23064117,-22.58575897,38.01847229,-0.660867596,9.301729584,34.06662292,17.33645172,-4.344781876,43.6246582,-3.121762848,8.354806519,-3.488999176,2.647463036,-3.361244965,30.72905579,-41.55118408,7.445368958,21.89273987,13.43403015,-8.122808838,32.29017334,8.034868622,32.43108215,41.59260559,-0.743691635,21.05454102,28.42895508,54.17716675,31.63877563,45.77261353,38.86569214,27.35789795,25.45950623,41.13794861,11.52931976,23.55704956,33.4894043,20.70795135,16.42460632,-21.45250244,39.31860352,-16.74596558,-0.9785326,0.174822628,0.908483887,21.95013123,36.30677185,25.15544434,21.80665894,17.17707367,-1.69575367,-3.18605423,-7.679698181,20.53311615,9.36352005,-21.76425934,27.90224915,44.89519348,16.53441467,4.926340485,-10.26552734,29.65467529,47.77444763,26.12684937,22.54806671,2.507662201,30.57651672,4.391620255,-2.755910683,-10.28085556,26.69878235,27.77058716,31.0291748,29.33002319,47.32534485,22.8480484,2.410081863,-2.81052475,26.64953003
